name,price,reviews,ratings,processor,memory,display,gpu,bettery
HP Victus 15-fa1145TX (918A8PA) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹68,999</span>",4.2/5,175 Ratings,"Intel Core i5-12450H (12th Gen), 4.2 Ghz Processor",16 GB RAM | 1 TB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 2050 GPU, 4 GB VRAM",150W Adapter
HP 250 G8 (6G9R1PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | DOS | 512 GB SSD),"<span class=""price txt-w-b"">₹34,500</span>",3.8/5,262 Ratings,"Intel Core i3-1115G4 (11th Gen), 3.0 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,65W Adapter
HP 14s-fq0526AU (440L4PA) Laptop (14 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹41,279</span>",4.4/5,153 Ratings,"AMD Quad Core Ryzen 5 3500U, 2.1 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) LED Display,AMD Radeon GPU,65W Adapter
Lenovo IdeaPad Gaming 3 15ARH7 (82SB00M6IN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹64,990</span>",4.5/5,144 Ratings,"AMD Hexa Core Ryzen 5 - 7535HS, 3.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 6 GB VRAM",Upto 6.5 Hrs Battery Life
Lenovo Ideapad 5 Pro 14ITL6 (82L3009LIN) Laptop (14 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹62,990</span>",4.3/5,158 Ratings,"Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) LED Display,Intel Iris Xe GPU,65W Adapter
Lenovo Thinkpad E14 Gen 4 (21E3S04U00) Laptop (14 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹69,350</span>",4.2/5,166 Ratings,"Intel Core i5-1235U (12th Gen), 3.3 Ghz Processor",16 GB RAM | 1 TB SSD Storage,14″ (35.56 cm) Display,Intel Iris Xe GPU,"65W, Upto 9.4 Hrs Battery Life"
HP Pavilion x360 14-ek0137TU (7C273PA) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹54,300</span>",4.1/5,197 Ratings,"Intel Core i3-1215U (12th Gen), 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel UHD GPU,"65W, Upto 11 Hrs Battery Life"
Lenovo Ideapad Slim 5i (82FG010AIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹62,500</span>",4.2/5,172 Ratings,"Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,"NVIDIA GeForce MX450 GPU, 2 GB VRAM",57W Adapter
Lenovo ThinkBook Gen 3 (21A4A09TIH) 15 Gen 3 (`) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹34,990</span>",4.2/5,168 Ratings,"AMD Quad Core Ryzen 3 - 5300U, 2.6 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,"65W, Upto 7.5 Hrs Battery Life"
Lenovo Thinkpad E15 (20TDS0A000) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹70,000</span>",4.2/5,170 Ratings,"Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,Intel UHD GPU,"45W, Upto 10.8 Hrs Battery Life"
ASUS Vivobook K15 OLED K513EA-L512TS Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹62,990</span>",4.0/5,193 Ratings,"Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) OLED Display,Intel Iris Xe GPU,"65W, Upto 8 Hrs Battery Life"
HP Victus 15-fb0777AX (7K0C1PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹53,499</span>",3.9/5,224 Ratings,"AMD Hexa Core Ryzen 5 - 5600H, 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"AMD Radeon RX 6500M GPU, 4 GB VRAM",Upto 4 Hrs Battery Life
Lenovo Ideapad S145 (81UT00EGIN) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹38,499</span>",4.2/5,173 Ratings,"AMD Quad Core Ryzen 5 3500U, 2.1 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) LED Display,AMD Radeon Vega 8 GPU,"65W, Upto 4.5 Hrs Battery Life"
Dell Inspiron 15 3511 (D560842WIN9B) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹37,999</span>",4.0/5,192 Ratings,"Intel Core i3-1115G4 (11th Gen), 1.7 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,"65W, Upto 7 Hrs Battery Life"
Lenovo ThinkBook 15 G5 (21JFA00BIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹48,990</span>",4.0/5,202 Ratings,"AMD Octa Core Ryzen 7 - 7730U, 2.0 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,"65W, Upto 8.8 Hrs Battery Life"
MSI Katana GF66 12UC-632IN Laptop (15.6 Inch | Core i7 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹84,990</span>",4.5/5,134 Ratings,"Intel Core i7-12700H (12th Gen), 4.7 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM",240W Adapter
Apple MacBook Pro MV972HN/A Ultrabook (13.3 Inch | Core i5 8th Gen | 8 GB | macOS Mojave | 512 GB SSD),"<span class=""price txt-w-b"">₹162,990</span>",4.2/5,160 Ratings,"Intel Core i5-8279U (8th Gen), 2.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,13.3″ (33.78 cm) LED Display,Intel Iris Plus 655 GPU,"58W, Upto 10 Hrs Battery Life"
Apple MacBook Air M2 MLY43HN/A Ultrabook (13.6 Inch | Apple M2 | 8 GB | macOS Monterey | 512 GB SSD),"<span class=""price txt-w-b"">₹102,990</span>",4.7/5,114 Ratings,Apple M2 Processor,8 GB RAM | 512 GB SSD Storage,13.6″ (34.54 cm) Display,Apple M2 Integrated GPU,"65W, Upto 18 Hrs Battery Life"
Lenovo Ideapad Slim 3 (82H802FHIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹53,990</span>",4.2/5,163 Ratings,"Intel Core i5-1135G7 (11th Gen), 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,"45W, Upto 7.5 Hrs Battery Life"
Dell G15-5511 (D560639WIN9B) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹69,490</span>",4.0/5,192 Ratings,"Intel Core i5-11400H (11th Gen), 2.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 Ti GPU, 4 GB VRAM","65W, Upto 10 Hrs Battery Life"
Dell Inspiron 15 3515 (D560707WIN9S) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹38,307</span>",4.1/5,173 Ratings,"AMD Dual Core Ryzen 3 - 3250U, 3.4 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,"65W, Upto 7 Hrs Battery Life"
Lenovo LOQ 15IRH8 (82XV00BRIN) Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹97,990</span>",4.2/5,156 Ratings,"Intel Core i7-13620H (13th Gen), 2.4 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 4060 GPU, 8 GB VRAM","170W, Upto 5.32 Hrs Battery Life"
Acer Nitro 5 AN515-58 (UN.QFHSI.002) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹65,500</span>",4.5/5,131 Ratings,"Intel Core i5-12500H (12th Gen), 3.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM",180W Adapter
Lenovo Ideapad Slim 3 15AMN8 (82XQ008VIN) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹43,990</span>",3.9/5,215 Ratings,"AMD Quad Core Ryzen 5 - 7520U, 2.8 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon 610M GPU,"65W, Upto 11 Hrs Battery Life"
Lenovo Legion 5 15ARH05 (82B500MPIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹69,990</span>",4.5/5,125 Ratings,"AMD Octa Core Ryzen 7 4800H, 2.9 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,"NVIDIA GeForce GTX 1650 Ti GPU, 4 GB VRAM","170W, Upto 7 Hrs Battery Life"
Lenovo Ideapad Gaming 3 15IAH7 (82S9017TIN) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹65,547</span>",4.2/5,150 Ratings,"Intel Core i5-12450H (12th Gen), 2.0 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM","170W, Upto 4.5 Hrs Battery Life"
Acer Nitro 5 AN515-58 (NH.QFKSI.001) Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 1 TB HDD 512 GB SSD),"<span class=""price txt-w-b"">₹104,990</span>",4.2/5,152 Ratings,"Intel Core i7-12700H (12th Gen), 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 Ti  GPU, 4 GB VRAM",57.5W Adapter
Lenovo Ideapad Slim 3i (81WB01EFIN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹37,689</span>",4.2/5,165 Ratings,"Intel Core i3-10110U (10th Gen), 4.8 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,"45W, Upto 11 Hrs Battery Life"
HP 250 G8 (7M6L7PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | DOS | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹33,990</span>",4.0/5,189 Ratings,"Intel Core i3-1115G4 (11th Gen), 3.0 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,65W Adapter
Fujitsu UH-X Intel Evo 4ZR1J37876 Laptop (13.3 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹99,990</span>",4.2/5,148 Ratings,"Intel Core i7-1255U (12th Gen), 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,13.3″ (33.78 cm) Display,Intel Iris Xe GPU,65W Adapter
ASUS VivoBook Go 15 OLED E1504FA-LK542WS Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹55,300</span>",4.3/5,136 Ratings,"AMD Quad Core Ryzen 5-7520U, 4.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) OLED Display,AMD Radeon GPU,65W Adapter
Dell Inspiron 15 3511 (D560745WIN9B) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹38,990</span>",4.0/5,188 Ratings,"Intel Core i5-1135G7 (11th Gen), 2.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Integrated GPU,"65W, Upto 6 Hrs Battery Life"
Fujitsu UH-X Intel Evo 4ZR1J37875 Laptop (13.3 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹72,560</span>",4.2/5,148 Ratings,"Intel Core i5-1235U (12th Gen), 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,13.3″ (33.78 cm) Display,Intel Iris Xe GPU,"65W, Upto 10 Hrs Battery Life"
Fujitsu UH-X 4ZR1F38024 Laptop (13.3 Inch | Core i7 11th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹76,990</span>",4.2/5,148 Ratings,"Intel Core i7-1165G7 (11th Gen), 2.8 Ghz Processor",16 GB RAM | 512 GB SSD Storage,13.3″ (33.78 cm) Display,Intel Iris Xe GPU,"50W, Upto 11 Hrs Battery Life"
Acer Aspire 5 A514-54 (UN.A23SI.017) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 1 TB HDD),"<span class=""price txt-w-b"">₹31,990</span>",3.9/5,192 Ratings,Intel Core i3-1115G4 (11th Gen) Processor,8 GB RAM | 1 TB HDD Storage,14″ (35.56 cm) LED Display,Intel UHD GPU,"45W, Upto 11.5 Hrs Battery Life"
Fujitsu UH-X 4ZR1K06212 Laptop (13.3 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹79,990</span>",4.2/5,148 Ratings,"Intel Core i7-1255U (12th Gen), 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,13.3″ (33.78 cm) Display,Intel Iris Xe GPU,"65W, Upto 12.3 Hrs Battery Life"
ASUS VivoBook 14 X1404ZA-NK321WS Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹35,990</span>",4.0/5,182 Ratings,"Intel Core i3-1215U (12th Gen), 1.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel UHD GPU,45W Adapter
Dell Inspiron 15 3593 (D560299WIN9SE) Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD),"<span class=""price txt-w-b"">₹30,990</span>",3.7/5,237 Ratings,"Intel Core i3-1005G1 (10th Gen), 1.2 Ghz Processor",4 GB RAM | 1 TB HDD Storage,15.6″ (39.62 cm) LED Display,Intel UHD GPU,Upto 6 Hrs Battery Life
Lenovo ThinkBook 15 (21DJA049IH) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹54,990</span>",4.1/5,165 Ratings,"Intel Core i5-1235U (12th Gen), 1.3 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel UHD GPU,Upto 6 Hrs Battery Life
HP 15s-eq1561AU (6Q0M9PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹33,900</span>",3.8/5,219 Ratings,"AMD Dual Core Ryzen 3-3250U, 2.6 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon Graphics GPU,65W Adapter
ASUS VivoBook 14 X1404ZA-NK322WS Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹35,990</span>",4.0/5,182 Ratings,"Intel Core i3-1215U (12th Gen), 1.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel UHD GPU,"45W, Upto 6 Hrs Battery Life"
ASUS VivoBook 14 X415EA-EK372WS Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹38,990</span>",4.2/5,153 Ratings,"Intel Core i3-1115G4 (11th Gen), 3.0 Ghz Processor",8 GB RAM | 256 GB SSD Storage,14″ (35.56 cm) Display,Intel UHD Graphics GPU,"65W, Upto 6 Hrs Battery Life"
HP Pavilion x360 14-dy0208TU (67G61PA) Laptop (14 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹64,207</span>",4.3/5,137 Ratings,"Intel Core i3-1125G4 (11th Gen), 4.0 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display With Touchscreen,Intel UHD GPU,43W Adapter
Acer Extensa EX215-23 (NX.EH3SI.007) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 256 GB SSD),"<span class=""price txt-w-b"">₹32,391</span>",4.0/5,165 Ratings,"AMD Quad Core Ryzen 3 - 7320U, 2.4 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,45 / 65W Adapter
Acer Swift 5 Intel Evo (NX.A6SSI.002) SF514-55TA (NX.A6SSI.002) Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹56,067</span>",4.3/5,138 Ratings,"Intel Core i5-1135G7 (11th Gen), 4.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) LED Display,Intel Iris Xe GPU,65W Adapter
Lenovo Ideapad Slim 5 Gen 6 (82LN00JSIN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹52,990</span>",4.2/5,141 Ratings,"AMD Octa Core Ryzen 7 - 5700U, 1.8 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,"65W, Upto 14 Hrs Battery Life"
HP Pavilion 14-ec0033AU (4X7E0PA) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹63,990</span>",4.1/5,157 Ratings,"AMD Hexa Core Ryzen 5 5500U, 2.1 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) LED Display,AMD Radeon GPU,65W Adapter
Lenovo Ideapad Slim 3 (82H801DHIN) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD),"<span class=""price txt-w-b"">₹41,000</span>",3.8/5,216 Ratings,"Intel Core i3-1115G4 (11th Gen), 3.0 Ghz Processor",8 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) LED Display,Intel UHD GPU,45W Adapter
ASUS VivoBook 14 X1404VA-NK322WS Laptop (14 Inch | Core i3 13th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹42,990</span>",4.2/5,146 Ratings,"Intel Core i3-1315U (13th Gen), 1.2 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel UHD GPU,45W Adapter
MSI GF63 Thin 12VF-268IN Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 1 TB HDD 256 GB SSD),"<span class=""price txt-w-b"">₹79,990</span>",4.3/5,124 Ratings,"Intel Core i5-12450H (12th Gen), 3.3 Ghz Processor",16 GB RAM | 256 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 4060 GPU, 8 GB VRAM",Windows 11 Home Basic
HP Chromebook 14a-na0130nr (4A4Z3UA) Laptop (14 Inch | Intel Celeron Dual Core | 4 GB | Google Chrome |),"<span class=""price txt-w-b"">₹33,990</span>",4.5/5,109 Ratings,"Intel Celeron Dual Core- N4020, 1.1 Ghz Processor",4 GB RAM,14″ (35.56 cm) Display With Touchscreen,Intel UHD 600 GPU,"45W, Upto 14 Hrs Battery Life"
Dell G15-5511 (D560554WIN9B) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 512 GB SSD),"<span class=""price txt-w-b"">₹81,390</span>",3.8/5,200 Ratings,"Intel Core i5-11400H (11th Gen), 2.2 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 Ti GPU, 4 GB VRAM","65W, Upto 10 Hrs Battery Life"
ASUS ROG Flow X13 GV301RC-LJ073WS Laptop (13.4 Inch | AMD Octa Core Ryzen 9 | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹158,990</span>",4.3/5,133 Ratings,"AMD Octa Core Ryzen 9 - 6900HS, 4.8 Ghz Processor",16 GB RAM | 1 TB SSD Storage,13.4″ (34.04 cm) Display With Touchscreen,"NVIDIA GeForce RTX 3050 GPU, 4 GB VRAM","65W, Upto 10 Hrs Battery Life"
Lenovo Ideapad Slim 5 (82SF008YIN) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹57,990</span>",3.9/5,183 Ratings,"Intel Core i5-1235U (12th Gen), 3.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,"65W, Upto 8 Hrs Battery Life"
Dell Inspiron 14 7420 (D560774WIN9S) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹61,890</span>",4.2/5,136 Ratings,"Intel Core i3-1215U (12th Gen), 4.7 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display With Touchscreen,Intel UHD GPU,65W Adapter
MSI Katana 15 B12UDXK-1006IN Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹64,990</span>",4.2/5,138 Ratings,"Intel Core i5-12450H (12th Gen), 3.3 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 6 GB VRAM",Windows 11 Home Basic
HP 14s-dy5008TU (7Q864PA) Laptop (14 Inch | Core i3 12th Gen | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹37,490</span>",3.8/5,200 Ratings,"Intel Core i3-1215U (12th Gen), 3.3 Ghz Processor",8 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel UHD GPU,Windows 11 Home Basic
HP 15-fc0025AU (7L029PA) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹33,500</span>",3.9/5,180 Ratings,"AMD Quad Core Ryzen 3 - 7320U, 2.4 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,65W Adapter
MSI Modern 14 C13M-435IN Laptop (14 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹54,990</span>",4.1/5,145 Ratings,"Intel Core i7-1355U (13th Gen), 4.8 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel Iris Xe GPU,65W Adapter
MSI Modern 14 C13M-436IN Laptop (14 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹44,990</span>",4.0/5,154 Ratings,"Intel Core i5-1335U (13th Gen), 4.7 Ghz Processor",16 GB RAM | 512 GB SSD Storage,14″ (35.56 cm) Display,Intel Iris Xe GPU,65W Adapter
ASUS TUF Gaming A15 FA577RE-HN055WS Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹109,990</span>",4.2/5,141 Ratings,"AMD Octa Core Ryzen 7 - 6800H, 3.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 Ti GPU, 4 GB VRAM",65W Adapter
Lenovo V15 (82KDA00XIH) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹46,190</span>",4.1/5,152 Ratings,"AMD Hexa Core Ryzen 5 - 5500U, 2.1 Ghz Processor",8 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,AMD Radeon GPU,"65W, Upto 7.5 Hrs Battery Life"
ASUS ROG Strix G15 G513QY-HQ032WS Laptop (15.6 Inch | AMD Octa Core Ryzen 9 | 16 GB | Windows 11 | 1 TB SSD),"<span class=""price txt-w-b"">₹129,990</span>",4.4/5,117 Ratings,"AMD Octa Core Ryzen 9 - 5980HX, 4.8 Ghz Processor",16 GB RAM | 1 TB SSD Storage,15.6″ (39.62 cm) Display,"AMD Radeon RX 6800M GPU, 12 GB VRAM",280W Adapter
Infinix Zero Book 13 ZL513 Laptop (15.6 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹61,990</span>",4.1/5,141 Ratings,"Intel Core i7-13700H (13th Gen), 4.8 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,Intel Iris Xe GPU,"96W, Upto 13 Hrs Battery Life"
ASUS VivoBook 16 X1605VAB-MB544WS Laptop (16 Inch | Core i5 13th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹64,990</span>",4.3/5,123 Ratings,"Intel Core i5-1335U (13th Gen), 1.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,16″ (40.64 cm) Display,Intel Iris Xe GPU,45W Adapter
MSI Katana 15 B12UDXK-1005IN Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),"<span class=""price txt-w-b"">₹85,990</span>",4.2/5,131 Ratings,"Intel Core i5-12450H (12th Gen), 3.3 Ghz Processor",16 GB RAM | 512 GB SSD Storage,15.6″ (39.62 cm) Display,"NVIDIA GeForce RTX 3050 GPU, 6 GB VRAM",Windows 11 Home Basic
